id,prediction
0,0.0
1,0.0
2,0.0
3,59.00228889875684
4,342.0615949358975
5,959.7739205658139
6,1876.6648836233005
7,2744.910343341988
8,2792.438271250004
9,2896.0877395792063
10,2924.9495776183226
11,2719.032935995187
12,2386.3396187707435
13,2424.9359503749993
14,2229.8997709908995
15,1655.6022940029281
16,1072.386421910497
17,652.2909400974065
18,274.549053439876
19,12.350940892681402
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,163.9172759630895
28,626.7827962960793
29,1272.345768913098
30,2037.3422132208532
31,2937.330629007501
32,3764.251005811882
33,4141.289696815023
34,4117.852940294734
35,4036.956390292455
36,3789.434030771708
37,3604.641310073284
38,3255.1547503136776
39,2583.7228249803397
40,1728.1568288791188
41,794.6550981211232
42,434.712384914083
43,104.51739031749865
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,30.017123064926142
51,209.00904239491567
52,624.7480558220274
53,1503.7719154048489
54,2527.650366383317
55,3597.7259222828943
56,4244.971793194884
57,4793.3301648609895
58,4702.360365372382
59,4398.893990994738
60,4232.940160856245
61,3684.4578843870545
62,2855.4578212638494
63,1961.5169025238883
64,1274.2671037651498
65,734.3331579061401
66,396.9144920481878
67,128.1814943581675
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,14.419810035971487
75,122.94440558661627
76,461.60760458544206
77,1387.0310596042116
78,2694.7459176642374
79,3787.2486134676233
80,4130.131736847844
81,3857.4507517170896
82,3772.3321100932667
83,3797.4790225972934
84,3545.1732669925987
85,3615.792139482164
86,3352.557037335953
87,2751.6605664608946
88,1729.1133308840247
89,782.4304502315908
90,329.59403772415124
91,125.14275198066163
92,15.767713722867002
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,48.97439297414786
99,241.21629003277232
100,652.7136997033159
101,1409.8506013323022
102,2539.433749965219
103,3434.0480528670428
104,4368.373554489811
105,4692.479059525851
106,4912.293163494786
107,4834.1234752154005
108,4571.712393726665
109,4204.9899067514025
110,3564.8388388041167
111,2760.0494273059953
112,1796.486676907064
113,960.0563884045756
114,464.957911567994
115,180.44349331842946
116,25.374378142186547
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,63.571366468041525
123,270.1728206176992
124,730.9717564898615
125,1674.0560382800968
126,2616.465690438053
127,3513.68906703081
128,3831.023465148143
129,3922.552850970161
130,3968.8237049608983
131,3719.143793919153
132,3482.5942196737997
133,3480.792710840817
134,3171.501824834464
135,2430.973860341227
136,1610.3610637954164
137,896.2020098346783
138,479.50141206006225
139,193.6532405052532
140,24.028764509665965
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,53.045018675318566
147,269.4784918734006
148,744.8888893562174
149,1694.4283505323228
150,2788.5046634955506
151,3660.792396246698
152,4229.100606754429
153,4495.2440621103615
154,4461.801131971571
155,4336.548793330675
156,4072.344667421929
157,3708.724268968437
158,3097.803840509366
159,2364.6617146811163
160,1561.4596177261374
161,864.7502765748696
162,427.9560523754874
163,161.10547620526748
164,11.78047406644096
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,3.1500207836842846
171,59.827644621590714
172,145.16396264701544
173,211.10470878474135
174,310.6881906312784
175,415.3041194904618
176,547.5319951747202
177,658.8986318986073
178,822.9383120242179
179,1265.9222409252227
180,1727.0146931975771
181,1913.1019790234707
182,1821.6820884534839
183,1718.4704757929294
184,1216.1868685872935
185,665.6060890864369
186,341.3454018045108
187,150.3414257708893
188,32.17845227952247
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,50.38398080427029
195,148.45201611834088
196,332.47357873380196
197,640.2463431522375
198,1287.5208426710867
199,2057.995180845936
200,1792.624019427706
201,2122.798686900951
202,2527.769926515823
203,2090.9294994162233
204,2435.7788461275
205,2674.269689356751
206,2285.140925872946
207,1375.129441045898
208,749.5230171999389
209,406.7094515715751
210,206.00412026169263
211,59.237410138935836
212,4.470533232658742
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,15.823788636261034
219,80.33189937755019
220,132.8367396124694
221,226.6216241820699
222,500.50059293949766
223,1088.2329060403633
224,1494.856399463314
225,1367.5038868853053
226,1321.1081125386274
227,1247.3214714498868
228,955.7570431383278
229,806.5986489083319
230,713.3956350669245
231,630.1633200286037
232,483.67854636762166
233,307.69940764225464
234,227.6737883849311
235,86.93417927279704
236,19.31857935891644
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,22.976659578377788
243,112.0645660003294
244,311.59951818767377
245,660.583101799538
246,1210.7286927393077
247,1737.056362875146
248,1576.3043452521815
249,1212.340822734214
250,1369.9339133023466
251,1430.8724515078084
252,1728.053809290599
253,1750.7643124184779
254,1686.3744690681349
255,1751.8961167395355
256,1340.549752989764
257,878.5665842963108
258,515.1254223480593
259,237.84758157593626
260,53.50787718301103
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,70.31749815865359
267,182.00321239710206
268,355.4540199541072
269,701.7698100071021
270,964.0077978684993
271,1319.5636920237278
272,1478.6379144685322
273,1588.5304262521693
274,1630.7054012636108
275,1551.0528476542693
276,1525.1045233205461
277,1417.7626715665583
278,1298.6133235643144
279,1068.0405488512818
280,629.673392159597
281,370.63324621482417
282,214.08974928851705
283,78.34581019276426
284,15.0573370233461
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,54.09874763893583
291,186.47143514263522
292,367.78317881151446
293,709.9290441922485
294,1174.4237767208572
295,1406.565398703312
296,1576.9064174835366
297,1978.662611665666
298,2154.307833316768
299,1941.6692335258786
300,1647.5495221172978
301,1543.4428439554542
302,1414.0737229273254
303,1165.612320346784
304,890.1081203575551
305,601.6767791619213
306,350.88726091814345
307,158.05812006396408
308,31.486649278440666
309,0.0
310,0.0
311,0.0
312,0.0
313,1.1843574694896537
314,72.22616933777903
315,227.57390674086562
316,502.82847541489724
317,823.870187343928
318,1209.0199947028655
319,1751.052490005004
320,2246.442088676087
321,2444.308813742075
322,2382.834854930717
323,2052.9789345127415
324,1877.784081909166
325,1517.32491047171
326,1150.1740100497734
327,759.6852065018629
328,607.2784911252019
329,344.6725388308733
330,185.87118044573802
331,90.6279262569217
332,16.147129822446086
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,22.903400896636214
339,73.5364061689588
340,235.47755481326053
341,469.5148995962
342,709.0676185163474
343,875.7230644288965
344,1030.1470386601502
345,1187.327042863825
346,1338.8455545973923
347,1357.6202538909772
348,1228.0656026854836
349,1104.9428473645985
350,1083.2391760364856
351,977.9653218140425
352,699.7958045636009
353,433.144136462128
354,247.67769302399725
355,96.37385282619636
356,12.116881222529946
357,0.0
358,0.0
359,0.0
360,0.0
361,3.280984085367946
362,45.66748607495248
363,160.75246734113975
364,318.89390883110303
365,484.7335673530711
366,754.8802441413087
