,prediction
0,0.0
1,0.0
2,0.0
3,74.04532718271355
4,368.1538880397955
5,1024.6048659903947
6,2048.7796716017847
7,2886.7131705163597
8,3010.0162575693716
9,3117.322958648111
10,3051.91188931952
11,2884.6054006067375
12,2525.0659304241144
13,2541.3516679122617
14,2310.5001700391435
15,1768.180281899689
16,1174.0174279998632
17,655.5885470497792
18,282.4201237251448
19,30.643185405949986
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,167.24073283215031
28,679.5165887551761
29,1383.1955415608265
30,2150.250987002238
31,3113.573635292635
32,4032.5179132378225
33,4504.413361597497
34,4369.8056920363815
35,4336.134862804588
36,4116.823855614673
37,3883.296709681008
38,3530.7384870651854
39,2861.294560282961
40,1858.4113616487373
41,881.9831139051807
42,430.77463280553934
43,111.39424228285647
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,28.636202288133166
51,218.74665217075227
52,701.4886115689327
53,1624.2981935348519
54,2869.552343527811
55,3892.077249084121
56,4626.796739717054
57,5137.212201191695
58,5003.415032888233
59,4651.171193734114
60,4419.637848375034
61,3843.1281953721586
62,3062.1980231602706
63,2151.4813087894704
64,1390.71589684049
65,786.2201023405895
66,405.897839579003
67,138.35948823561606
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,13.52842436561941
75,146.87301621958505
76,489.8242468924895
77,1482.0323092122223
78,2864.1741686044375
79,3974.9232035985747
80,4395.897823216416
81,4049.6045744005187
82,4109.847849560269
83,3989.2600457604426
84,3710.986302641615
85,3856.438341774561
86,3661.8446330574334
87,3021.966121450611
88,1869.3394661940824
89,839.5728839003365
90,373.26477650310136
91,119.58046406680016
92,8.460807664883953
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,53.564159056142174
99,255.62235447888955
100,665.4009091816688
101,1508.3291744935389
102,2774.0317406924114
103,3701.5207518566112
104,4639.51610304703
105,5031.052640938197
106,5252.389339312083
107,5201.04025446518
108,4895.498717649259
109,4501.654758267429
110,3742.789567049422
111,2925.071456374544
112,1909.5604850926518
113,1011.5529757573022
114,482.5866327713249
115,197.34850464823168
116,16.901451168138976
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,65.4735936744379
123,283.3186388622405
124,816.9505357028567
125,1826.4799159114077
126,2932.0769500136075
127,3808.941188843728
128,4039.215976344362
129,4208.734556116831
130,4286.522846195286
131,3988.8775078164485
132,3823.7272844852055
133,3751.651829902885
134,3485.5492484731994
135,2638.7073121156905
136,1758.4411487482505
137,1025.9875836066428
138,512.4135636291239
139,218.04435678903732
140,23.84634950732286
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,74.56903213180934
147,291.1545824706914
148,784.8577355946045
149,1800.6386954727611
150,3056.2033091624107
151,4052.78652421347
152,4684.41136186065
153,4834.018750859255
154,4798.267677258368
155,4566.945440168119
156,4267.782861809256
157,3911.4124807343546
158,3322.6687332928263
159,2483.6461023535644
160,1659.3507842565668
161,952.0463372000864
162,454.3756681635802
163,176.65137740707038
164,13.072679111586833
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,4.9882363892856665
171,62.30359050074072
172,127.32609748655085
173,218.32825957077787
174,322.8878550702588
175,458.7088477026873
176,606.562725476345
177,722.5307504103395
178,899.2305189957888
179,1307.502404608697
180,1768.6103958507795
181,1917.1349558998804
182,1844.0767790696755
183,1832.7480419422282
184,1281.7124394658647
185,677.4945148134162
186,326.53442130837135
187,140.23156536147619
188,33.414184698906574
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,40.83419807905655
195,170.85594272263012
196,358.71127681899895
197,687.5136909494075
198,1367.2488509963116
199,2167.391892418988
200,1896.9041267445978
201,2199.6148563609363
202,2634.379866897939
203,2317.8741225406275
204,2567.1274127989054
205,2828.93299330871
206,2451.147377905068
207,1318.7210845559694
208,742.3548907685961
209,438.23910589027264
210,206.81693906740767
211,46.510931097460386
212,5.374073651765292
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,11.13950717916582
219,70.15982598128583
220,141.69810005766246
221,241.11499686077372
222,539.5747284849971
223,1127.8430571231474
224,1496.6062230391494
225,1372.273840299991
226,1445.5984707735736
227,1277.6317934651524
228,956.8674671169206
229,775.2919528741202
230,737.3823396138398
231,629.6979381478333
232,473.0739849102839
233,312.64139288697044
234,223.17450770780073
235,72.71846075572971
236,28.38356224786191
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,24.053413763238563
243,113.7508198876921
244,309.29216322642964
245,672.9448313803836
246,1316.3603114065527
247,1867.374930703998
248,1608.4367355920092
249,1217.1795719784295
250,1372.5310582444445
251,1495.0284820968382
252,1839.9810300483666
253,1824.9112337469921
254,1701.627828275045
255,1788.3873681738633
256,1404.479339997529
257,943.9383144677561
258,543.9771552608607
259,236.66081532456082
260,72.39630813407743
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,64.59103746548534
267,185.3210413943263
268,372.49574405462596
269,736.2035372213938
270,1013.8784569376331
271,1390.0621711075698
272,1602.8441915021517
273,1734.1774813626687
274,1766.070643087013
275,1619.8532093378444
276,1575.8163819392255
277,1440.043364028441
278,1341.8459915448173
279,1062.9191536209937
280,660.6656689317697
281,363.28869290900906
282,205.21685529862617
283,48.652085152117024
284,1.940692195440459
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,69.40695078509974
291,197.11404920516088
292,399.425050347203
293,719.1028788753376
294,1215.2724980245148
295,1500.1285458690204
296,1727.8299636012266
297,2086.7262644815787
298,2256.8961966729003
299,2049.420811774286
300,1806.006535539072
301,1642.7689910843285
302,1538.5347588457582
303,1285.8603337917873
304,913.7780094353936
305,588.6842912983733
306,369.97568148988745
307,165.0711324097892
308,38.98466795779274
309,0.0
310,0.0
311,0.0
312,0.0
313,6.998594539204976
314,70.9248740793356
315,221.0276741525842
316,494.98240454535727
317,878.0526755184854
318,1365.0843106733023
319,1892.4000896834323
320,2411.9621625406335
321,2583.9927973622016
322,2609.2059715205082
323,2353.12164451787
324,2018.7830935398702
325,1575.7439684641638
326,1103.755491212425
327,765.0655176467861
328,616.829979866146
329,343.50744718753003
330,184.83458354817455
331,66.5649117513374
332,11.321531913181886
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,16.971978671052717
339,86.56464648474869
340,230.92623075344216
341,481.18652166404115
342,771.544022165104
343,957.8186965002669
344,1135.7581036473227
345,1282.2525715886127
346,1369.5614227750889
347,1394.2204415161
348,1328.519891222957
349,1237.9697670857015
350,1145.711927992599
351,1047.7470717707877
352,754.910278274842
353,478.6611583641122
354,274.8237689102687
355,113.85055714727442
356,22.260637072964826
357,0.0
358,0.0
359,0.0
360,0.0
361,3.259033322896436
362,41.34032846426552
363,163.2897111561326
364,332.6447077673187
365,531.8728032761209
