,0
0,0.0
1,0.0
2,0.0
3,62.19781272851658
4,354.58986217713954
5,974.3869524866824
6,2007.2029152698567
7,2706.8552979979418
8,3107.37136252494
9,3208.9979095592344
10,3178.3281761468593
11,3007.1498329422475
12,2601.9492700956844
13,2488.6047783802496
14,2139.1189751347933
15,1694.7618854782345
16,1216.5166931886388
17,628.097720602701
18,267.1002748423652
19,29.00309476865897
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,167.15225298419475
28,607.5082464296484
29,1231.475656172057
30,2016.9691169963596
31,2967.2432515431537
32,3769.3701948836656
33,4127.212576956641
34,4080.110500456691
35,3910.4710874027646
36,3759.1605989478926
37,3697.8583099567195
38,3344.5440278105416
39,2611.099009130371
40,1762.1540012808591
41,857.0534490005583
42,402.35976524745786
43,100.29872801706803
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,27.77070106824171
51,253.91310297405127
52,652.7648285192682
53,1624.309732458436
54,2864.7810393154
55,3812.6921511744463
56,4482.840694044405
57,4884.784863229938
58,4777.173946201938
59,4473.930213198608
60,4321.689537585418
61,3744.784443276735
62,2818.443496368359
63,2077.4868462704085
64,1378.4259647002996
65,770.343189441298
66,373.3522888838856
67,132.29606964183358
68,4.621916444180263
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,3.426673124984769
75,139.23718013096934
76,507.82182905847833
77,1348.924027211622
78,2740.7668600278853
79,3747.292557303028
80,4068.88007057455
81,4015.2138921349556
82,3924.7047896702666
83,3621.786892513266
84,3512.8585687956233
85,3742.9639636343495
86,3459.3818582539416
87,2703.052874881964
88,1562.6922292539664
89,680.9648458343862
90,330.79307972277513
91,125.18568814495379
92,6.329154954077624
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,55.05743811416121
99,283.3766215351408
100,662.6480629559461
101,1572.6990783388824
102,2680.9617188167877
103,3664.061924176123
104,4400.645326655658
105,4679.316349766426
106,4942.756653177681
107,4966.052333011128
108,4715.401111915698
109,4248.49666569449
110,3612.936290042172
111,2877.707625299854
112,1829.787625169336
113,961.9809388842397
114,495.4960295001715
115,201.2003085907616
116,24.74036702464473
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,81.36999352301176
123,300.1453435617915
124,785.4750598703371
125,1800.4150953054461
126,2890.244454024203
127,3784.5435155732935
128,3997.1698278621816
129,4072.413854497906
130,4027.2722714187535
131,3796.4430561653535
132,3761.5508371831856
133,3743.329462554984
134,3236.3544968136775
135,2474.3518076104315
136,1672.6450626368542
137,959.4390567113102
138,506.52030284989695
139,207.6175639272466
140,26.27188255127456
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,85.13868937599051
147,294.8498981232079
148,773.910767023404
149,1829.4976600396888
150,2983.821944832022
151,3960.600880587503
152,4525.701887017518
153,4605.395885319609
154,4596.476703251208
155,4472.53822516249
156,4118.425222900855
157,3779.566034318859
158,3161.7537265975293
159,2432.633727608506
160,1648.310619327506
161,925.2103296410319
162,476.26896472962363
163,183.28337675438974
164,16.066043147564724
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,4.820902054246524
171,52.10981754634467
172,128.66239860763406
173,221.42090138833026
174,336.43196946014297
175,474.29136764732647
176,615.86581582276
177,746.7451528346182
178,960.7416449947026
179,1317.569844360725
180,1849.799887910719
181,1869.5587179170075
182,1819.6943386943647
183,1704.344706461569
184,1162.11124860892
185,628.4001995722351
186,306.35701698970627
187,156.47627169301083
188,21.991049904874657
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,29.453200029994072
195,166.55821360699954
196,322.7246568633414
197,645.6760416389608
198,1348.344018970248
199,2255.1119470708145
200,2084.9596242507987
201,2372.6004944319893
202,2986.1366722005823
203,2453.6754832199163
204,2540.4587192454505
205,2829.1743259018995
206,2317.598417473669
207,1215.8683520504724
208,662.2714189906959
209,372.527195829556
210,192.50022535879492
211,51.97394573515257
212,6.3983312975311675
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,13.435325729377118
219,74.66905234672859
220,151.13074979579577
221,269.97254191740643
222,598.8960879232768
223,1122.452455377198
224,1427.1576893769216
225,1367.4301688936162
226,1409.3091475650403
227,1394.7876295611704
228,1042.4842900694596
229,864.9375689490012
230,763.8069390272974
231,636.3806993830518
232,473.54576975853007
233,308.1063972206416
234,230.02879131121105
235,69.7013155729325
236,25.433861451040045
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,20.388168894326142
243,98.2346003378401
244,277.7221671453363
245,679.5284219370334
246,1305.3603150838835
247,1934.8609236009204
248,1602.7256383491042
249,1210.5633379852177
250,1250.4587312432066
251,1258.0139749481748
252,1466.4477348310415
253,1578.8541620616086
254,1669.3336333803188
255,1837.6187097580657
256,1438.5141147556653
257,873.9997964407692
258,504.8766295277908
259,239.09826167334356
260,45.31229876689042
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,51.00558748484393
267,192.31713167616522
268,371.5288087204412
269,681.8618687715009
270,1042.7812625049555
271,1379.3837108094883
272,1648.1646425697945
273,1685.9733222560426
274,1747.8498891338102
275,1673.1516537394866
276,1492.7060235130753
277,1400.400120761156
278,1277.079527535029
279,1129.7296882147143
280,709.5216640948036
281,377.7659872431182
282,194.84070435732963
283,61.892953478868606
284,8.849035334812697
285,0.0
286,0.0
287,0.0
288,0.0
289,3.7500650952056573
290,62.91568732606958
291,203.15487304026163
292,386.0785739922789
293,712.4575891105172
294,1206.1959495653236
295,1444.8919864098918
296,1782.961412789957
297,2026.4010988159157
298,2123.3277213167084
299,1856.6781030538643
300,1580.361313598815
301,1493.8239363525483
302,1440.997988539787
303,1253.07530883756
304,917.1149911775185
305,564.4845543854849
306,344.0962957474873
307,174.51918915473362
308,38.19579562467944
309,0.0
310,0.0
311,0.0
312,0.0
313,3.1597295759249295
314,56.46876810791316
315,228.78619212637162
316,469.27146991520533
317,826.8367299379968
318,1346.7354337465708
319,1896.3336583183889
320,2257.078118421272
321,2578.1989155814204
322,2507.679984044347
323,2114.099037872623
324,1857.9317410098902
325,1485.4391922314003
326,1067.251698587363
327,732.9458195591965
328,578.0225633005914
329,333.76119186365645
330,173.47371445350163
331,71.69725100409592
332,13.680186568781671
333,0.0
334,0.0
335,0.0
336,0.0
337,0.2544207757369506
338,13.178837691351287
339,70.81929908163004
340,213.65104083885248
341,466.4306368754824
342,718.5407498791894
343,920.3769048911659
344,1147.7036436745016
345,1265.2946919354526
346,1408.8903644015363
347,1470.4816617620404
348,1403.7171320722098
349,1222.9715852433244
350,1160.0714610403368
351,1073.8232582990645
352,769.7081016582164
353,471.47947748058954
354,250.47298408751342
355,126.32695764846355
356,23.613117063945808
357,0.0
358,0.0
359,0.0
360,0.0
361,3.1508049181144075
362,39.013890049218666
363,147.56939534353714
364,290.64267001221975
