id,0
0,47.860207
1,88.38874
2,0.0
3,67.7451
4,509.26978
5,1407.5986
6,2377.9856
7,2337.5671
8,3131.6816
9,2521.7002
10,3261.1616
11,2957.6958
12,2184.4023
13,2349.1418
14,2162.0046
15,1433.2249
16,1235.7258
17,526.8548
18,268.61673
19,21.575071
20,0.0
21,0.84120077
22,25.898113
23,21.98029
24,5.255114
25,3.1014843
26,7.359681
27,213.80762
28,874.34296
29,1324.7596
30,2088.458
31,3423.8164
32,3701.5273
33,4558.188
34,4189.2026
35,3904.3435
36,3892.9485
37,3720.2031
38,3298.945
39,2684.9172
40,1946.1617
41,853.11646
42,495.16034
43,119.52766
44,14.571255
45,8.028229
46,1.2348346
47,10.2217
48,0.0
49,0.0
50,11.42894
51,254.6162
52,722.83405
53,1682.2708
54,2363.4722
55,3786.8284
56,4302.488
57,4567.276
58,4398.6074
59,4418.228
60,3491.146
61,4109.672
62,2969.3347
63,2135.5718
64,1255.4512
65,722.3631
66,337.72632
67,129.94295
68,0.0
69,0.0
70,0.0
71,0.0
72,9.382937
73,20.972063
74,26.770966
75,141.39323
76,438.18774
77,1515.5045
78,2331.1504
79,3123.7407
80,4036.2449
81,3689.8752
82,3548.2732
83,3539.042
84,4000.7283
85,3636.3992
86,3014.209
87,2848.8457
88,1853.6157
89,856.46356
90,320.62796
91,150.77817
92,25.783504
93,4.8968973
94,7.952426
95,0.0
96,0.0
97,0.0
98,24.85136
99,308.46884
100,638.98694
101,1359.6804
102,1587.0524
103,3549.6597
104,4503.253
105,4967.391
106,4792.4263
107,4581.334
108,2771.681
109,3055.2976
110,3715.9568
111,2726.9194
112,1971.3453
113,1129.3558
114,513.22003
115,213.56131
116,31.89267
117,3.9547822
118,3.0533266
119,7.87359
120,3.6917586
121,2.1552782
122,60.810196
123,347.90756
124,743.02136
125,1557.6149
126,2245.103
127,2952.0288
128,3965.5244
129,3924.5374
130,3729.8477
131,4059.5122
132,3798.9146
133,3650.8853
134,3040.5127
135,2600.932
136,1461.084
137,889.50354
138,495.27136
139,190.73398
140,39.34896
141,7.7785754
142,1.8849533
143,7.410906
144,0.0
145,0.0
146,61.873962
147,310.32236
148,730.406
149,1433.0394
150,2595.5652
151,3978.8916
152,4179.02
153,4238.8193
154,3913.6628
155,3976.6252
156,3387.568
157,3425.4094
158,2996.6675
159,2561.3296
160,1343.1182
161,865.2773
162,454.9919
163,183.96962
164,14.0103245
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,17.902105
171,59.143696
172,149.85043
173,349.96487
174,384.19876
175,458.97134
176,543.9036
177,637.58826
178,917.259
179,1466.388
180,1833.1155
181,1724.4491
182,2292.5708
183,2074.17
184,1195.8398
185,683.3703
186,241.26237
187,83.94213
188,3.3255591
189,22.79539
190,10.170241
191,16.383543
192,11.409594
193,1.2339873
194,36.22909
195,199.02829
196,289.49304
197,815.0598
198,1313.5702
199,2204.7896
200,2450.8333
201,3285.6948
202,3928.2485
203,2192.0618
204,3330.9744
205,2902.5784
206,2376.4941
207,1633.223
208,1278.8411
209,635.21344
210,213.87407
211,48.75068
212,0.0
213,0.0
214,1.5385194
215,0.0
216,30.073835
217,32.952114
218,51.004963
219,141.17537
220,240.81152
221,472.34232
222,835.15717
223,1393.7239
224,1732.2999
225,1782.0741
226,1968.0004
227,1314.8011
228,1229.7219
229,857.3366
230,880.453
231,1217.5984
232,1116.104
233,385.17322
234,237.98988
235,72.830956
236,0.0
237,13.340148
238,21.878386
239,0.0
240,0.0
241,0.0
242,31.309944
243,125.7748
244,236.70015
245,709.892
246,1326.3634
247,1731.6024
248,1723.8107
249,1902.8668
250,1789.7656
251,1682.9513
252,2323.0024
253,2561.7422
254,2170.331
255,2755.7712
256,1555.2369
257,967.3065
258,571.7994
259,292.11887
260,108.30119
261,79.64439
262,15.48984
263,0.0
264,35.962036
265,41.55221
266,100.4076
267,178.50455
268,323.8335
269,851.4759
270,865.6318
271,881.46814
272,1649.1287
273,1589.4053
274,1196.4604
275,1358.2843
276,1100.3602
277,931.9215
278,765.7099
279,1061.7008
280,832.40955
281,285.7124
282,188.07732
283,120.73512
284,10.266473
285,0.0
286,0.0
287,16.918219
288,36.245056
289,37.192184
290,155.78107
291,223.00027
292,471.05588
293,854.2107
294,1068.7035
295,1113.444
296,1682.8643
297,2267.6218
298,1903.0603
299,2623.7407
300,1637.9448
301,2217.6155
302,1752.4027
303,1200.5012
304,1283.4419
305,873.7773
306,362.94897
307,298.54962
308,51.70761
309,71.72644
310,0.7630471
311,10.945079
312,8.947698
313,1.2133542
314,75.29784
315,213.90182
316,397.0553
317,809.83344
318,1089.0819
319,1848.1234
320,2370.9768
321,2840.756
322,2461.3013
323,2385.3293
324,1444.5511
325,1251.677
326,1063.3456
327,730.9982
328,521.4939
329,375.85507
330,220.922
331,109.669365
332,31.371065
333,0.0
334,0.0
335,18.71486
336,2.489707
337,1.2164762
338,21.98789
339,54.669285
340,230.86153
341,471.69305
342,591.9817
343,822.2434
344,1228.1398
345,1281.4684
346,1586.551
347,2163.0676
348,1960.4503
349,1323.704
350,1274.8032
351,1172.2828
352,909.66473
353,572.1766
354,324.41214
355,142.40453
356,78.48502
357,38.63609
358,31.575274
359,54.866688
360,0.0
361,0.0
362,29.89763
363,133.88791
364,265.75415
365,466.28683
366,992.521
367,1187.5667
368,1109.896
369,1093.2501
370,1016.81177
371,1199.7603
372,1810.969
373,1835.7177
374,1222.7904
375,1036.3523
376,957.08185
377,484.7784
378,307.451
379,140.10141
380,19.70278
381,3.4001918
382,6.279528
383,12.500533
384,10.993242
385,0.0
386,39.687855
387,124.18626
388,226.04607
389,703.54816
390,581.2897
391,803.5187
392,861.70636
393,1320.1339
394,1405.2415
395,1662.4375
396,1407.2587
397,1640.1299
398,1021.0161
399,965.2572
400,881.3626
401,686.7858
402,536.30566
403,228.65909
404,53.121708
405,5.3133516
406,27.89947
407,46.06957
408,14.911577
409,26.45328
410,129.74814
411,386.7078
412,1008.2467
413,2042.778
414,2921.0938
415,3765.428
416,4450.074
417,4023.508
418,3704.2334
419,4691.555
420,2882.7073
421,2669.3232
422,3615.957
423,3099.6377
424,1965.1364
425,1212.5134
426,557.0025
427,338.50955
428,118.041466
429,0.8040493
430,0.0
431,3.383574
432,0.0
433,16.245264
434,146.09306
435,368.06638
436,859.3958
437,1710.5005
438,2327.1685
439,2672.9128
440,4056.9888
441,3846.4587
442,3209.6804
443,1426.8262
444,1451.9447
445,967.4522
446,1108.5118
447,1048.7369
448,932.39764
449,479.63904
450,258.17697
451,222.88475
452,65.193054
453,15.883856
454,14.351443
455,6.297287
456,20.912617
457,20.296576
458,74.875465
459,226.03616
460,377.60248
461,911.44403
462,1893.571
463,2683.433
464,3741.4075
465,4473.4785
466,3952.5742
467,3927.3723
468,2081.0227
469,2693.1758
470,3379.2808
471,2744.4744
472,2105.7078
473,1285.9392
474,618.2935
475,364.52634
476,132.88786
477,3.176256
478,0.0
479,0.0
480,0.0
481,3.6893826
482,121.8044
483,368.9391
484,907.00146
485,1464.5437
486,2046.7488
487,3641.436
488,4147.8154
489,4673.874
490,4832.7163
491,4592.4595
492,2565.0764
493,2617.9717
494,3547.9048
495,2935.3455
496,2315.2593
497,1336.6685
498,613.532
499,355.73962
500,133.79868
501,15.044599
502,2.4153953
503,0.0
504,6.737274
505,24.350317
506,142.64844
507,419.56464
508,1006.56866
509,1664.1238
510,2156.3564
511,3684.2036
512,4304.7856
513,4403.1006
514,4380.007
515,3923.403
516,2103.0835
517,3619.0579
518,3152.047
519,2227.555
520,1865.2101
521,1081.6277
522,518.439
523,260.577
524,107.199165
525,23.72655
526,13.88447
527,5.9906754
528,0.0
529,6.0544376
530,28.089437
531,103.015175
532,305.73907
533,562.8282
534,999.82776
535,765.83185
536,978.5254
537,897.2387
538,1733.7446
