,prediction
0,0.0
1,0.0
2,0.0
3,95.7337692033872
4,406.2244248774648
5,1013.3031534549594
6,2173.448932054639
7,2844.8206262648105
8,2684.883437585235
9,2721.0858433431385
10,2705.278047285676
11,3013.476075729132
12,2589.3085874462126
13,2323.350287307501
14,2316.9823327982426
15,1708.8722375410796
16,1079.3700834462047
17,630.6065673708915
18,246.6676551825553
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,150.69442343093456
28,659.3536495493353
29,1389.7794160455464
30,2310.28152502656
31,2681.8395731002092
32,3494.573774471283
33,4017.6619033098223
34,3575.8870242261887
35,3476.254542453289
36,3456.233794630766
37,3227.732080407143
38,3151.211029111147
39,2465.254449931383
40,1687.4035438531637
41,782.1583485281468
42,402.4553059405088
43,106.48165743391961
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,359.4603356337547
52,626.326720301807
53,1885.8879767507315
54,2807.0446857565644
55,3652.6872758460045
56,4314.080377821922
57,4611.80087587595
58,4422.998577096462
59,4197.983620405197
60,3950.139167468548
61,3377.630530883074
62,2483.019723901749
63,1901.755747908354
64,1443.1663112568856
65,702.9905328404903
66,354.02338348947467
67,157.61793788686396
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,179.7147041514516
76,563.5029310365021
77,1624.256256415844
78,2333.257114464641
79,3449.1946657812596
80,3712.4060721588135
81,3879.571541926861
82,2792.1481353092195
83,3370.471451833248
84,3458.6789333295824
85,3559.325694859028
86,3199.069108607769
87,2066.601326124072
88,1153.716652905643
89,849.3402856877447
90,319.46029713593424
91,127.97211559016257
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,243.26261586003005
100,635.3833021643758
101,1619.9042170965672
102,2344.659047394991
103,3396.100469563007
104,4135.12834848404
105,4512.846403212548
106,4592.6194377172
107,4611.385321905613
108,4018.3515315270424
109,3784.0993841958048
110,3416.6956797409057
111,2747.4475483363867
112,1707.5644044452906
113,936.4691551619768
114,484.024560521096
115,197.12993114300073
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,76.8321454297565
123,327.9799010807276
124,726.897872196436
125,1664.601215815544
126,2699.672853024602
127,3421.7933923852443
128,3604.0995847320555
129,3508.874845647812
130,3359.1903234493734
131,3384.4383027935028
132,3325.07354752779
133,3327.6437625038625
134,3060.725177285671
135,2157.085981864929
136,1684.0220417672397
137,944.7792947879434
138,550.1882879318297
139,212.08594408281147
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,94.1426456015557
147,350.54123942635954
148,686.2293291901052
149,1739.212803452611
150,2775.3334068721533
151,3744.396893105507
152,3811.462382884026
153,4073.2446390116215
154,4082.6431302058695
155,3906.0781440281867
156,3720.7694375503065
157,3431.01144567132
158,2815.179769855142
159,2167.450396823287
160,1565.6933904522657
161,899.403261744082
162,478.9128793171048
163,197.25795491449534
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,20.515105881351047
171,73.50362882450223
172,157.36822318475694
173,232.96659131146967
174,261.43144023723903
175,473.52699571430685
176,641.7558274255694
177,710.2204371866584
178,851.0546166846157
179,1473.0079390132428
180,1830.5817074650527
181,1762.9846435081959
182,2036.5626861441135
183,1934.813305465579
184,1141.437562776804
185,737.2436624085904
186,355.7222935382277
187,195.45252925872802
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,77.90783665593713
195,207.78490922905505
196,420.79431607201695
197,900.3754222351313
198,1356.5373197185993
199,1970.0634569978715
200,2454.3442786484957
201,2322.630415236354
202,2746.106224871278
203,2389.943323661685
204,2753.5918350219727
205,2986.7907444119455
206,2097.0890104436876
207,988.049193687737
208,802.851381340921
209,520.2314088790118
210,222.90252174429597
211,101.56097599245608
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,14.74050145209767
219,98.22067474991083
220,171.52196236666293
221,253.07578531980514
222,846.133070217669
223,1191.4283465829492
224,1892.2554186522962
225,1496.2381236058475
226,1531.052216860056
227,1365.1201666375996
228,1166.1189397501946
229,857.4505937477946
230,623.6204079830646
231,600.8266234070063
232,540.0087961989641
233,334.784063378647
234,248.0544939391315
235,134.71667656436563
236,24.748699450492857
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,26.50491476766765
243,123.653278298378
244,333.90739742919806
245,733.9061591497064
246,1363.2336848902703
247,1527.3400828117133
248,1561.7743337649108
249,952.7069436398149
250,1662.0407403856516
251,1699.9629449558258
252,1853.4359797489644
253,2045.7175178146363
254,2155.7579861998556
255,1990.330085644126
256,1429.5623011091352
257,1005.0095881444216
258,669.5693655592203
259,204.7286140074581
260,87.12770542759448
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,77.41696139261127
267,210.01919529654086
268,532.5980694888532
269,760.9788510140777
270,1001.6895989817381
271,1233.3550424560904
272,1725.9618945711852
273,1717.518904117942
274,1652.3070037597417
275,1906.011929588914
276,1796.7183306133747
277,1595.3974684774876
278,1447.4816136914492
279,1283.0713248422742
280,918.2759392020106
281,473.8439581382275
282,241.50217152938248
283,103.97604170657695
284,26.838430148363113
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,79.63728424010799
291,212.17511646285652
292,672.1921655412018
293,797.8167194429041
294,1134.8098016014696
295,1570.6462059885264
296,2211.420688701868
297,2643.7864826989176
298,1939.3756848084927
299,1987.9544907224179
300,1774.1623960071802
301,1745.330434538126
302,1548.7564905148745
303,1295.103850670457
304,887.5273375663162
305,701.3082825417816
306,468.6525664378703
307,208.50858314059676
308,96.05273934077472
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,70.00593566134572
315,276.9800063122809
316,592.5181497560442
317,851.9346786600352
318,1524.289383557439
319,2222.2201367229222
320,2337.733204845786
321,2339.5565504121782
322,2317.7427008771897
323,2003.1153758704663
324,1510.7538065367937
325,1420.5389533120394
326,1060.2528066837788
327,716.5472122111917
328,648.9095668119193
329,376.8500817511976
330,223.37469750612973
331,113.32179838433862
332,30.041288453042508
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,19.743141388250514
339,69.90661792069673
340,245.9211488699913
341,458.2457331928611
342,775.7330673918128
343,1011.8638364857435
344,1145.0593070018292
345,1302.6871125867963
346,1408.4903657761217
347,1641.7674478393794
348,1545.2288952362537
349,1353.0614978170395
350,1113.9158265727758
351,973.4523478719592
352,760.3364681392908
353,656.8760884138942
354,330.6907414340973
355,168.926117005907
356,44.928665358535945
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,47.26819619312882
363,176.60626177635044
364,364.39051099687816
365,666.9556643638015
366,1010.9889860218764
367,1298.6845008453727
368,1440.7717498505115
369,1633.2147593396903
370,2078.048026793003
