id,prediction
0,0.04789453017303648
1,0.04789453017303648
2,0.04789453017303648
3,69.01689279796987
4,381.67213716051185
5,882.8722011156897
6,2028.2896981921713
7,2566.0131600017558
8,2606.4798128297803
9,3337.2382130835103
10,2356.0284813654025
11,2604.0053416087585
12,2650.477502423685
13,2344.361344830265
14,2457.6493623179576
15,1590.2178730797411
16,1435.1490502816403
17,557.2568619125253
18,254.14669486513108
19,29.699011560990282
20,0.04789453017303648
21,0.04789453017303648
22,0.04789453017303648
23,0.04789453017303648
24,0.04789453017303648
25,0.04789453017303648
26,1.1729081995775192
27,219.96306590219115
28,800.4114641277454
29,1136.9919588256919
30,1738.1985540828384
31,2462.703265111796
32,3076.157328578519
33,3597.9110721888123
34,3725.991705968076
35,3450.759001723266
36,3467.0586141141584
37,3611.062406198215
38,3329.3540114444795
39,2500.9785387347447
40,1738.4250308204787
41,992.7648576662923
42,503.66368402745667
43,71.38324346705193
44,0.04789453017303648
45,0.04789453017303648
46,0.04789453017303648
47,0.04789453017303648
48,0.04789453017303648
49,0.04789453017303648
50,43.90028738420767
51,320.43403730910774
52,781.2307892928754
53,1678.4800648107448
54,3154.1118375766746
55,3680.9885191652183
56,4293.013612266035
57,4571.133362713522
58,4837.094270596886
59,4248.825187451728
60,3814.112775936889
61,3896.472665322318
62,3435.3564776970693
63,1736.4720896535414
64,1340.9152555464684
65,516.877137250179
66,488.8459221255572
67,135.44244779125967
68,1.1729081995775192
69,0.04789453017303648
70,0.04789453017303648
71,0.04789453017303648
72,0.04789453017303648
73,0.04789453017303648
74,21.817095390829408
75,187.5617512930482
76,443.92432988502213
77,1101.5402959800406
78,2685.559504933255
79,4099.956428550506
80,3769.3960412104198
81,3766.4557009296027
82,3446.089490516396
83,3461.0187484111325
84,3310.706500455908
85,2715.427526753516
86,3401.4454764237585
87,2730.0257030832495
88,1928.6236337156818
89,863.2656276592782
90,311.82209413968434
91,155.19863488676248
92,8.069937155606263
93,0.04789453017303648
94,0.04789453017303648
95,0.04789453017303648
96,0.04789453017303648
97,0.04789453017303648
98,48.24104361796874
99,254.24915791428583
100,632.346539288944
101,1459.0773876528615
102,2986.0300211362164
103,3743.0828664050555
104,4129.36954281906
105,4299.0546759991685
106,4569.543768322944
107,4460.976023306369
108,4704.848372585598
109,3704.5519171589317
110,3667.7780296861333
111,3044.7981239962655
112,2068.946869445873
113,1051.3251097984662
114,554.0690471255572
115,192.63924583126467
116,20.950515770040944
117,0.04653562105759431
118,0.04653562105759431
119,0.04653562105759431
120,0.04789453017303648
121,1.1729081995775192
122,95.82611266030327
123,319.9396095647425
124,755.2451598043169
125,1741.7154924297924
126,2842.3086530176442
127,3797.7649865644853
128,3948.6779581929136
129,3770.827781652678
130,3432.4889048574414
131,2928.6132377835793
132,3198.134757120567
133,3029.007302611416
134,3407.959633437862
135,2566.3832134580534
136,1710.5354670361453
137,1047.3935685461236
138,498.90204712555726
139,215.6948175810181
140,30.266008836625435
141,0.04653562105759431
142,0.04789453017303648
143,0.04789453017303648
144,0.04789453017303648
145,1.1729081995775192
146,108.32486266030328
147,358.59031177284896
148,755.2451598043169
149,1772.2372645095645
150,3221.5135378337873
151,3772.9803366238675
152,4177.264540246127
153,4583.428359779339
154,4219.265397883676
155,3763.57488705332
156,3617.9466954113036
157,3220.9813229171377
158,3178.8981942512933
159,2469.124536194841
160,1490.8486439078265
161,995.7013641553747
162,569.3770714501725
163,192.63924583126467
164,23.320669947239917
165,0.04653562105759431
166,0.04653562105759431
167,0.04653562105759431
168,0.04789453017303648
