id,prediction
0,0.0
1,0.0
2,0.0
3,60.96484815686469
4,352.53201402043464
5,950.4917814564703
6,1958.1691817817618
7,2617.423399244362
8,2887.9785055344846
9,3034.4009140896937
10,2974.1258378316775
11,2843.678280803303
12,2532.308294239002
13,2467.340808600523
14,2132.3769736317363
15,1663.4624967705913
16,1179.071285136256
17,627.2357796760496
18,259.92090696633625
19,29.593424745200313
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,150.15779666384174
28,573.482901613675
29,1232.5676382865563
30,2021.7673356796595
31,2925.5159422802517
32,3740.332930760096
33,4070.588354032948
34,3965.5536247833065
35,3838.2691687957226
36,3696.8265740397956
37,3609.0400204055577
38,3334.7124935674965
39,2578.8314382351546
40,1694.7391748760479
41,838.8755467134796
42,400.9696008779558
43,93.76869633127066
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,26.204558945387383
51,233.588678612784
52,649.6234550522088
53,1596.492653835467
54,2809.7779863977753
55,3763.765102183708
56,4447.200932966057
57,4893.246424135673
58,4772.170273989194
59,4456.637829942063
60,4302.979587491283
61,3699.757397323433
62,2706.6622096808296
63,2036.989810161024
64,1368.1459089205457
65,764.370814752883
66,375.58264599270524
67,135.22820400181996
68,2.3109582220901315
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,12.76580909619038
75,149.28191783014324
76,501.49459358964765
77,1363.5774414194668
78,2742.771623212966
79,3775.9396658182395
80,4005.1197105598085
81,3867.0410892542477
82,3824.8843749217644
83,3550.621285179288
84,3423.763661691864
85,3641.8901042059024
86,3424.508043692128
87,2653.5002719953795
88,1551.4826100635044
89,714.4137724364532
90,336.5010053643835
91,120.31665421542121
92,6.8742361746340706
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,49.48287085046712
99,270.050486472789
100,674.0085228721811
101,1502.43682201304
102,2617.1342842515005
103,3624.2695578287967
104,4330.4119933206
105,4672.505774747071
106,4920.666560608141
107,4909.28783456563
108,4641.292942650616
109,4160.860547140929
110,3528.2493475419274
111,2789.9510057099333
112,1757.2956824172456
113,950.138923131668
114,476.55878322154945
115,171.96843481965817
116,13.521066349549578
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,71.06818560438478
123,285.31416057829097
124,768.9171976365757
125,1735.0099862358275
126,2772.308246286595
127,3681.8067887341217
128,3935.2726292633142
129,4030.5586324311744
130,3957.769572562989
131,3749.17540863239
132,3695.202738515437
133,3607.208692865098
134,3178.7283852773244
135,2410.5838575555263
136,1629.0883870565922
137,924.034649475599
138,486.99185907418905
139,192.73866837394303
140,15.962409979684315
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,71.90560388042876
147,276.35315297771626
148,746.5800596709339
149,1750.9666902645854
150,2887.16220841206
151,3871.9267641662896
152,4419.756896898507
153,4537.171568370921
154,4547.827464905111
155,4384.753906992123
156,4057.2001897842815
157,3729.1888720973893
158,3105.201194328709
159,2400.628510031698
160,1616.9254033785517
161,910.8765883611129
162,472.60395227539425
163,175.2869431708656
164,8.033021573782362
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,4.351171088993401
171,56.481551350893994
172,134.91181633924862
173,229.65749208803206
174,342.47744489892347
175,487.05962877573086
176,608.8745132027764
177,741.5568677260487
178,963.2715986520257
179,1341.4346423965833
180,1798.4324470821637
181,1826.7202978153105
182,1814.6433421967113
183,1691.9074722075443
184,1168.7975532878502
185,645.3889386405012
186,334.539361868016
187,154.13015931180493
188,18.876547917587136
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,35.68256506298063
195,151.67746769918529
196,330.4784129043717
197,640.608586641803
198,1313.55984279399
199,2098.138808841901
200,1937.653307482638
201,2211.7857434576863
202,2739.5720259600885
203,2260.207216142353
204,2444.7442642099945
205,2738.2466179022385
206,2279.4709048382188
207,1195.7797989591795
208,657.2449306816546
209,401.3617357489087
210,204.4860550436584
211,53.04869476693264
212,9.235613675545682
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,13.640206207098334
219,74.31155833555347
220,149.50885623404417
221,258.0982303190743
222,580.1701262643037
223,1131.53795516471
224,1436.3135712818594
225,1362.3312806723648
226,1385.3473094590709
227,1406.7095066379402
228,1050.1756435564266
229,842.393430130398
230,726.1207878796984
231,622.8010888300495
232,474.2882976359901
233,323.6082750672166
234,242.3835708834917
235,73.1513149222786
236,33.8401207691132
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,23.452292806336516
243,99.61004870755778
244,299.66425951705327
245,674.2045117152331
246,1264.3962477005184
247,1761.585568718972
248,1529.5346958372631
249,1201.1916308122127
250,1325.4462560785958
251,1318.2742711314395
252,1566.3931464169887
253,1681.6707823966203
254,1752.2403246237727
255,1816.525548866592
256,1437.7323329524452
257,893.933619907174
258,518.7882499710108
259,245.18284825580395
260,45.388085990115556
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,53.97185663387921
267,187.5305782064892
268,362.40121979244003
269,670.7756554072394
270,1026.9950483934474
271,1348.909069846095
272,1577.1255439336867
273,1593.9743039021255
274,1702.4289849557929
275,1618.866865793625
276,1451.6925466361045
277,1404.7090273411523
278,1267.2798320563747
279,1076.892142113109
280,657.814524263581
281,361.66000085887805
282,199.8587919566884
283,65.22395596231385
284,11.057502795079289
285,0.0
286,0.0
287,0.0
288,0.0
289,1.875032547602829
290,58.4368116015364
291,200.54073878782833
292,385.403257467349
293,694.9911919120052
294,1152.1893352395714
295,1412.609208374429
296,1742.7663175271562
297,1988.674309574053
298,2077.272850943698
299,1850.6562127960008
300,1579.590902247969
301,1488.1847351657516
302,1430.0086171797448
303,1226.9854579088337
304,895.6463064133965
305,583.991345090192
306,359.01654724144345
307,174.50752380998475
308,35.05753608996099
309,0.0
310,0.0
311,0.0
312,0.0
313,3.231914713449573
314,61.46046677729204
315,229.03078020331395
316,465.8600132540541
317,812.330311193764
318,1317.8288516300154
319,1890.6211864909956
320,2242.0352809699198
321,2464.7895313739427
322,2443.0683515446144
323,2145.3420514191394
324,1903.9655413858877
325,1505.9557621334893
326,1065.3672756914864
327,749.4659254643407
328,595.7944451653484
329,339.2324371294153
330,182.3973709646948
331,70.04332199463677
332,12.484095789303815
333,0.0
334,0.0
335,0.0
336,0.0
337,0.1272103878684753
338,17.763041939666426
339,77.86355714076441
340,220.3062632571407
341,474.5278322671236
342,729.4065382043179
343,929.2726637036034
344,1121.6574170087586
345,1278.375039846378
346,1401.6923574978891
347,1389.2998987861174
348,1312.765801991938
349,1186.047597781977
350,1119.4244137389887
351,1034.2448382383698
352,758.8264852610414
353,459.6630744540868
354,255.29306843471272
355,118.52554018053956
356,19.92733957998631
357,0.0
358,0.0
359,0.0
360,0.0
361,5.252970197954834
362,42.05507607660407
363,154.56786328378976
364,306.94767838245656
