,0
0,0.0
1,0.0
2,0.0
3,72.8968636723663
4,342.29579406546674
5,913.063929920597
6,1949.1353186438776
7,2788.3605524310087
8,3260.3133625594637
9,3287.601480258186
10,3199.6941442197035
11,2941.988279467214
12,2543.397075055165
13,2393.8648843004357
14,2271.435105871695
15,1756.2792872075688
16,1144.1293449813745
17,608.7925206705502
18,285.41796525569487
19,39.89907647185918
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,187.7454890578258
28,666.9385939005692
29,1309.4087102427131
30,2140.9945869505577
31,3159.099452415888
32,3901.4297406324267
33,4375.060949212009
34,4286.736407393065
35,4196.539279344468
36,4075.3529458154594
37,4029.7740989631084
38,3564.5634940305144
39,2937.2735346932977
40,1789.2514719064284
41,904.8872864612732
42,397.5548864239711
43,115.49532776771501
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,32.10088613435568
51,228.51528763078136
52,649.6013728324859
53,1580.725311225488
54,3088.5189208244105
55,3937.320505896958
56,4694.201135687674
57,5124.544158380947
58,4966.38064258691
59,4663.98818695381
60,4176.937237057725
61,3761.1187463997244
62,2918.788042553692
63,1984.643915941713
64,1385.9348630555353
65,818.0795265123744
66,376.8055737886675
67,138.44000885126704
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,13.400284071799344
75,111.37319061734817
76,520.419483854692
77,1543.5856498721496
78,2855.820666712548
79,3919.4414493932723
80,4425.699000303694
81,4142.754582975032
82,3979.430019445264
83,3881.4786303354567
84,3619.8961047103885
85,3651.5033113098675
86,3402.520224835028
87,2866.0833907381148
88,1733.0343151898564
89,771.0201254910978
90,273.4483178292398
91,88.84832121693148
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,63.78948775383983
99,294.19002079236293
100,570.4291592911742
101,1574.105032651926
102,2778.564104234925
103,3842.6385840204875
104,4581.0194113281295
105,4785.4545052484145
106,5060.3986903850555
107,5014.976314340547
108,4730.530193991443
109,4300.8179314303625
110,3624.6770043672714
111,2659.200426945089
112,1833.970410305286
113,973.5285369628255
114,453.5949215775881
115,199.32431843827666
116,35.85254311800062
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,77.22092046796115
123,268.0094004644637
124,813.091770577344
125,1875.7709781209398
126,3126.1443007875546
127,3955.7329944080075
128,4144.992015775598
129,4145.2630908059955
130,3911.5816901726157
131,3711.2471411154957
132,3598.9532452438757
133,3780.1010250118434
134,3309.5013877433958
135,2566.045101314472
136,1561.3935194945957
137,972.611560039396
138,470.9330925304549
139,224.74781691432008
140,39.13447988633525
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,70.22018402910612
147,264.82522728055955
148,796.7145237373724
149,1862.305642136691
150,3145.7677026559722
151,4018.9364143366024
152,4606.276517803009
153,4737.536717849565
154,4675.112128372867
155,4456.855602516301
156,4154.868407578492
157,3763.3224717251696
158,3327.529097648187
159,2358.6756896513875
160,1581.5042010886868
161,845.7855023016849
162,405.8102352065596
163,170.46244721018877
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,1.1493888065434856
171,42.71983788745199
172,95.97697825427217
173,201.2789815034715
174,328.03107444804596
175,489.0662483037437
176,576.2453855904198
177,689.1771234957512
178,903.9781687044353
179,1331.3230482610938
180,1631.6296160258794
181,1791.858596768393
182,1843.9940416845611
183,1732.3131843054234
184,1277.0042221570257
185,719.8139826024246
186,293.5841782968054
187,99.96696966889607
188,19.82296043071182
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,42.82431626136825
195,130.92866866519358
196,339.20050881307856
197,659.9350908257137
198,1369.754592671204
199,2281.145181591539
200,1666.1703854697826
201,2330.2802234520113
202,2829.0759763640012
203,2259.651589677955
204,2531.8594619136547
205,2776.76061547177
206,2390.645503318145
207,1223.4226101724432
208,727.0829967063984
209,393.93827519787374
210,161.39756075814563
211,11.700535349436187
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,9.750199218888882
219,62.40718266549468
220,131.59853410078105
221,234.10314957160392
222,578.5618479079076
223,1103.3566881101226
224,1495.4466128277961
225,1462.9405180672115
226,1525.2735006520254
227,1224.7053885104988
228,1038.0279284463734
229,873.3135179674896
230,733.3599092800123
231,654.2101416544708
232,466.8567990722862
233,312.5353028350034
234,246.6885267713445
235,34.269947542029435
236,3.6462417261085105
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,17.73094891600592
243,120.59930929799948
244,275.09027012339766
245,622.9449440017806
246,1199.2341368257453
247,1837.2427939502893
248,1648.4291084716908
249,1112.3460082986664
250,1214.8313932769986
251,1223.6920214929053
252,1635.4085230453777
253,1634.8501682940723
254,1676.1447466007462
255,1721.353286532319
256,1341.2117504913258
257,865.6737689046823
258,438.48583656097503
259,245.85263186583265
260,99.4529297784271
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,50.81678131884009
267,153.68316086981977
268,397.34683177997374
269,744.9775101855612
270,989.5119719606694
271,1442.7256976113013
272,1710.9983168999904
273,1684.6285748315042
274,1795.256815790487
275,1597.4510349398713
276,1642.9996440237132
277,1378.5774671393037
278,1248.5434784398076
279,969.9334459259848
280,722.0215415048428
281,360.87984046722926
282,198.2803740606141
283,43.20571071358987
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,67.07153463514281
291,201.3084206865281
292,402.8047051180339
293,772.6040762119653
294,1307.8851076514068
295,1483.9386218352702
296,1748.077018916062
297,2231.990618624641
298,2307.273278104298
299,2202.909170348331
300,1868.1878648442162
301,1575.8859513562345
302,1557.767070644589
303,1325.143232810051
304,817.3730670369117
305,569.5748210056101
306,342.40668124654155
307,174.4457042433312
308,36.957214004360466
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,59.05074835512078
315,225.4550201796498
316,514.2480072854721
317,824.4275459003456
318,1410.7393547304694
319,2021.8763090676032
320,2421.7449631975464
321,2694.2433476066217
322,2521.1227460244168
323,2198.515784512588
324,1888.0236241256637
325,1466.779167358982
326,1114.5033604716236
327,791.6537817944223
328,581.7510057039198
329,380.28513921632265
330,162.18588411118319
331,53.60970302088193
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,9.70948466502324
339,68.89053446946403
340,230.85256018619893
341,474.41946485407794
342,775.2669952983434
343,930.2964138936253
344,1145.2068116880314
345,1198.7382867503934
346,1380.3489686288644
347,1392.1825376362965
348,1275.5805492237641
349,1157.5264747235549
350,1116.4148886945177
351,1005.1619183886595
352,759.9411633563315
353,487.9774287429987
354,275.2660649097439
355,99.77849101349798
356,21.811019143685822
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,43.1712596334422
363,164.56700596657333
364,299.4482801377123
365,509.9619417798238
366,814.3035321948176
367,1186.5763641186163
